Unnamed: 0.1,Unnamed: 0,Names,Class,[H/Fe],[C/Fe],[O/Fe],[Na/Fe],[Mg/Fe],[Al/Fe],[Si/Fe],[P/Fe],[S/Fe],[K/Fe],[Ca/Fe],[Ti/Fe],[Cr/Fe],[Mn/Fe],[Fe/Fe],[Co/Fe],[Ni/Fe],[Cu/Fe],[Zn/Fe],[He/Fe],[Li/Fe],[Be/Fe],[B/Fe],[N/Fe],[F/Fe],[Ne/Fe],[Cl/Fe],[Ar/Fe],[Sc/Fe],[V/Fe],[Ga/Fe],[Ge/Fe]
734,734,Y74191,CL,-0.4418,,0.8187,-1.0642,0.23109,-0.8062,0.2648,-2.1092,-0.8032,-2.1182,-1.0552,-2.0822,-1.5652,-1.8662,0.0,-2.8242,-1.3992,,,,,,,,,,,,,,,
735,735,Y74417,CL,-1.313,,0.7388,-1.165,0.17817,-0.944,0.195,-2.423,-0.727,-2.442,-1.142,-2.562,-1.778,-1.908,0.0,-2.75,-1.282,,,,,,,,,,,,,,,
736,736,Y74441,CL,-0.0722,,0.8431,-1.145,0.24342,-0.896,0.261,-2.256,-0.6936,-2.446,-1.093,-2.34,-1.724,-1.822,0.0,-2.923,-1.365,,,,,,,,,,,,,,,
737,737,Y791429,CL,,,0.7711,-1.1007,0.216617,-0.8937,0.2183,-1.9557,-0.8057,-2.2287,-1.0857,-2.4577,-1.8977,-1.9037,0.0,-2.7987,-1.4517,,,,,,,,,,,,,,,
738,738,Y791828,CL,-1.0487,,0.8013,-1.0857,0.2371,-0.8447,0.2503,-2.1007,-0.7707,-2.2447,-1.0827,-2.4327,-1.7047,-1.9177,0.0,-2.6987,-1.3067,,,,,,,,,,,,,,,
739,739,Y791835,CL,-0.3785,,0.8218,-1.1886,0.240786,-0.9336,0.2464,-2.3326,-0.677,-2.2336,-1.0046,-2.5606,-1.8856,-1.8556,0.0,-2.7746,-1.3806,,,,,,,,,,,,,,,
740,740,Y791961,CL,-0.365,,0.7878,-1.1281,0.216637,-0.9121,0.2259,-2.1531,-0.585,-2.3001,-1.1481,-2.5801,-1.7371,-2.0171,0.0,-2.7081,-1.3411,,,,,,,,,,,,,,,
741,741,Y793374,CL,-1.0331,,0.7235,-1.2341,0.160781,-1.0661,0.1619,-2.4071,-0.7302,-2.4051,-1.1581,-2.6921,-1.9721,-1.9671,0.0,-2.6891,-1.3431,,,,,,,,,,,,,,,
742,742,Y793375,CL,-0.9936,,0.7772,-1.1556,0.22086,-0.8786,0.2334,-2.2886,-0.6427,-2.3026,-1.1616,-2.3096,-1.9076,-2.0546,0.0,-2.6216,-1.2956,,,,,,,,,,,,,,,
743,743,Y793396,CL,-0.3063,,0.81,-1.1338,0.231068,-0.8298,0.2342,-1.8498,-0.6524,-2.6378,-1.0368,-2.4278,-1.7238,-1.9268,0.0,-2.9058,-1.3628,,,,,,,,,,,,,,,
744,744,Y793408,CL,0.08397,,0.7523,-1.2623,0.1083702,-0.7467,0.1077,-1.9283,-0.8798,-2.5283,-1.0833,-2.3323,-1.7903,-2.0373,0.0,-2.6963,-1.3653,,,,,,,,,,,,,,,
745,745,Y793567,CL,-1.62101,,0.66469,-1.26101,0.0950675,-0.78001,0.09599,-1.95001,-0.73791,-2.86301,-1.17801,-2.42401,-1.80001,-2.02701,0.0,-2.74701,-1.32901,,,,,,,,,,,,,,,
746,746,Y82055,CL,-1.1739,,0.7601,-1.0779,0.19893,-0.9129,0.2121,-2.1079,-0.7507,-2.2729,-1.0789,-2.3879,-1.7649,-1.9589,0.0,-2.7899,-1.3819,,,,,,,,,,,,,,,
747,747,Y82056,CL,-1.2214,,0.797,-1.1104,0.23129,-0.7704,0.2516,-1.9424,-0.6374,-2.2874,-1.0504,-2.3244,-1.7254,-1.9004,0.0,-2.6224,-1.4024,,,,,,,,,,,,,,,
748,748,Y82058,CL,-0.8763,,0.7573,-1.1133,0.18388,-0.9273,0.2077,-2.0393,-0.7409,-2.2763,-1.0923,-2.3603,-1.7683,-1.9773,0.0,-2.8173,-1.3553,,,,,,,,,,,,,,,
749,749,Y82095,CL,-0.8945,,0.7711,-1.1165,0.20785,-0.8745,0.2185,-2.0835,-0.7204,-2.3125,-1.0945,-2.4555,-1.7675,-1.9675,0.0,-2.7735,-1.4705,,,,,,,,,,,,,,,
750,750,ALH77011,CL,-0.077,-0.6549,0.8251,-1.0897,0.21064,-0.9097,0.2413,-2.0147,-0.8557,-2.1557,-1.0607,-2.3187,-1.6867,-1.9817,0.0,-2.5547,-1.3227,,,,,,,,,,,,,,,
751,751,Khohar,CL,-0.4437,-1.1606,0.7817,-1.1286,0.20125,-0.9356,0.2304,-2.0056,-0.7422,-2.2596,-1.0846,-2.4476,-1.7516,-1.8936,0.0,-2.6576,-1.2586,,,,,,,,,,,,,,,
752,752,Hedjaz,CL,-0.6595,-1.2458,0.7599,-1.1018,0.19043,-1.0978,0.2252,-2.0338,-0.7511,-2.2288,-1.0558,-2.2958,-1.7878,-1.9298,0.0,-2.5898,-1.2558,,,,,,,,,,,,,,,
753,753,Atarra,CL,-0.4526,-0.858,0.783,-1.059,0.2055,-1.046,0.234,-2.074,-0.799,-2.179,-1.017,-2.341,-1.733,-1.904,0.0,-2.577,-1.204,,,,,,,,,,,,,,,
754,754,B7903,CL,-2.2681,,0.7427,-1.2031,0.188621,-0.9801,0.1959,-2.2621,-0.7654,-2.2881,-1.1311,-2.5181,-1.7721,-1.8641,0.0,-2.6861,-1.3191,,,,,,,,,,,,,,,
755,755,Bald_Mountain,CL,-0.7151,-1.2412,0.7249,-1.1962,0.14961,-0.9852,0.1828,-2.1742,-0.6603,-2.2182,-1.1102,-2.4132,-1.7412,-1.9562,0.0,-2.5492,-1.2922,,,,,,,,,,,,,,,
756,756,Goodland,CL,-0.6417,-2.0624,0.7804,-1.1904,0.20161,-0.9364,0.2346,-2.0554,-0.707,-2.3554,-1.0644,-2.3114,-1.7504,-1.9174,0.0,-2.6564,-1.2564,,,,,,,,,,,,,,,
757,757,Rio_Negro,CL,-0.1206,,0.7983,-1.1185,0.19808,-0.9505,0.2345,-2.0175,-0.8065,-2.2545,-1.0825,-2.4045,-1.7135,-1.9005,0.0,-2.5065,-1.2815,,,,,,,,,,,,,,,
758,758,Rupota,CL,-0.7087,-1.5591,0.768,-1.1111,0.1892,-0.9701,0.2249,-1.9971,-0.7204,-2.3631,-1.0681,-2.4171,-1.7661,-1.9391,0.0,-2.6651,-1.2681,,,,,,,,,,,,,,,
759,759,Saratov,CL,-0.9861,-1.6681,0.7753,-1.1501,0.20857,-0.9401,0.2399,-2.0971,-0.7711,-2.2621,-1.0381,-2.3771,-1.7131,-1.9081,0.0,-2.7571,-1.2931,,,,,,,,,,,,,,,
760,760,Y791545,CL,-1.9933,,0.7073,-1.1733,0.148058,-0.9903,0.1567,-1.9353,-0.8346,-2.3143,-1.1343,-2.6983,-1.8983,-1.9873,0.0,-2.9343,-1.4323,,,,,,,,,,,,,,,
761,761,Y791630,CL,-1.4227,,0.7449,-1.1467,0.1801,-0.9657,0.2013,-2.0337,-0.7793,-2.3327,-1.1457,-2.5167,-1.7787,-1.9337,0.0,-2.7217,-1.3867,,,,,,,,,,,,,,,
762,762,Y791633,CL,-1.9411,,0.7756,-1.1311,0.21624,-0.9161,0.2309,-1.6341,-0.7207,-2.2621,-1.0751,-2.4501,-1.8261,-1.9631,0.0,-2.5961,-1.2681,,,,,,,,,,,,,,,
763,763,Y791634,CL,,,0.65195,-1.24295,0.103724,-0.89155,0.09905,-2.06395,-0.73545,-2.34895,-1.17395,-2.73295,-2.03795,-2.27095,0.0,-2.72195,-1.34795,,,,,,,,,,,,,,,
764,764,Y791635,CL,-1.9653,,0.7372,-1.1593,0.17737,-0.9203,0.1947,-1.7153,-0.7104,-2.3313,-1.1313,-2.4363,-1.8503,-2.0013,0.0,-2.5253,-1.2573,,,,,,,,,,,,,,,
765,765,Y791636,CL,-1.9615,,0.7442,-1.1565,0.18646,-1.0045,0.2025,-2.5055,-0.7105,-2.3275,-1.0905,-2.5575,-1.9585,-1.9685,0.0,-2.6715,-1.2805,,,,,,,,,,,,,,,
766,766,Y791637,CL,,,0.7695,-1.1074,0.21346,-1.0654,0.2256,-1.9974,-0.7497,-2.3124,-1.0594,-2.6514,-1.8954,-1.9394,0.0,-2.6484,-1.2584,,,,,,,,,,,,,,,
767,767,Y791644,CL,-1.6607,,0.7469,-1.1327,0.19112,-1.0137,0.2033,-1.8807,-0.6704,-2.2827,-1.0937,-2.5577,-1.8877,-1.9557,0.0,-2.5667,-1.3177,,,,,,,,,,,,,,,
768,768,Y791661,CL,-1.0921,,0.763,-1.1191,0.19544,-0.8841,0.2089,-1.8951,-0.6637,-2.3191,-1.0821,-2.5491,-1.9011,-1.8951,0.0,-2.6301,-1.3561,,,,,,,,,,,,,,,
769,769,Y791669,CL,-1.4886,,0.745,-1.1806,0.18706,-0.9246,0.1984,-2.0666,-0.8306,-2.3326,-1.1446,-2.5616,-1.8926,-2.0336,0.0,-2.5986,-1.2956,,,,,,,,,,,,,,,
770,770,Y791670,CL,,,0.8057,-1.11,0.24395,-0.779,0.263,-1.761,-0.78,-2.236,-1.079,-2.466,-1.801,-1.937,0.0,-2.501,-1.303,,,,,,,,,,,,,,,
771,771,Y791677,CL,-1.0835,,0.7758,-1.1635,0.21033,-0.8775,0.2275,-1.9515,-0.8435,-2.4865,-1.1045,-2.5905,-1.7475,-2.2665,0.0,-2.8055,-1.3075,,,,,,,,,,,,,,,
772,772,Y791678,CL,,,0.7023,-1.1882,0.153973,-1.1282,0.1618,-2.2882,-0.6607,-2.4112,-1.1082,-2.6402,-1.9302,-1.9732,0.0,-2.6052,-1.3722,,,,,,,,,,,,,,,
773,773,Y791680,CL,,,0.7507,-1.1494,0.197556,-0.9474,0.2056,-1.8564,-0.6901,-2.3774,-1.1184,-2.5554,-1.8754,-1.9534,0.0,-2.6454,-1.3474,,,,,,,,,,,,,,,
774,774,Y791682,CL,,,0.732,-1.1547,0.181502,-0.9617,0.1873,-2.2387,-0.6409,-2.3877,-1.0817,-2.5207,-1.8757,-1.9377,0.0,-2.6177,-1.3227,,,,,,,,,,,,,,,
775,775,Y791695,CL,,,0.7312,-1.1409,0.184747,-0.9449,0.1781,-2.1679,-0.698,-2.2909,-0.9829,-2.6749,-2.1369,-2.2139,0.0,-2.9409,-1.2439,,,,,,,,,,,,,,,
776,776,Y791705,CL,,,0.7334,-1.1428,0.1792,-1.0108,0.1922,-2.4708,-0.6705,-2.3898,-1.1178,-2.5678,-1.8878,-1.9658,0.0,-2.5708,-1.3238,,,,,,,,,,,,,,,
777,777,Y791706,CL,,,0.7739,-1.1258,0.23345,-0.8878,0.2212,-2.2298,-0.6635,-2.3018,-1.0038,-2.6408,-2.1028,-2.1558,0.0,-2.9068,-1.1848,,,,,,,,,,,,,,,
778,778,Y791708,CL,-1.1798,,0.7581,-1.1288,0.19725,-0.9558,0.2092,-2.3108,-0.8008,-2.3758,-1.1148,-2.5088,-1.8638,-1.9388,0.0,-2.7328,-1.3618,,,,,,,,,,,,,,,
779,779,Y791709,CL,,,0.7328,-1.1739,0.179344,-0.9659,0.1881,-2.2969,-0.8098,-2.3919,-1.1379,-2.5249,-1.9239,-1.9419,0.0,-2.5939,-1.3499,,,,,,,,,,,,,,,
780,780,Y791710,CL,,,0.7714,-1.1087,0.21624,-0.8797,0.2263,-1.7787,-0.761,-2.2637,-1.0937,-2.4517,-1.9807,-2.1407,0.0,-2.7077,-1.3217,,,,,,,,,,,,,,,
781,781,Y791840,CL,-1.6871,,0.7154,-1.2241,0.14838,-0.9441,0.1719,-2.0101,-0.8461,-2.5311,-1.1471,-2.6931,-1.8181,-2.3411,0.0,-2.6211,-1.4271,,,,,,,,,,,,,,,
782,782,Y791925,CL,-0.2709,,0.786,-1.1096,0.1857,-0.9636,0.1994,-1.7096,-0.6818,-2.3606,-1.0076,-2.5396,-1.9036,-2.0266,0.0,-2.7596,-1.3266,,,,,,,,,,,,,,,
783,783,Y793447,CL,-0.6235,,0.7222,-1.2671,0.14471,-0.9711,0.1639,-2.4431,-0.7523,-2.4031,-1.1561,-2.5361,-1.8801,-1.9281,0.0,-2.8851,-1.3301,,,,,,,,,,,,,,,
784,784,Y794006,CL,-1.1631,,0.7726,-1.1461,0.215581,-0.7911,0.2219,-1.8271,-0.7286,-2.3081,-1.1651,-2.6471,-1.8271,-2.1851,0.0,-2.8681,-1.3051,,,,,,,,,,,,,,,
785,785,Y81070,CL,-1.5265,,0.7971,-1.0945,0.240913,-0.8255,0.2505,-2.1005,-0.8255,-2.2905,-1.0305,-2.3955,-1.7045,-1.9175,0.0,-2.7855,-1.2995,,,,,,,,,,,,,,,
786,786,Y81075,CL,-1.5201,,0.7988,-1.1031,0.24275,-0.8621,0.2559,-2.0951,-0.6644,-2.3361,-1.0311,-2.4271,-1.7061,-1.9121,0.0,-2.7801,-1.3141,,,,,,,,,,,,,,,
787,787,McKinney,CL,,,,,0.16865,-0.9935,0.1955,-2.1075,,-2.3065,-1.1145,-2.4995,34.6755,-1.9485,0.0,,,,,,,,,,,,,,,,,
788,788,Mckinney,CL,-1.4013,,0.764,-1.2093,0.17839,-0.7663,0.2277,-2.0123,-0.7262,-1.9233,-1.0893,-2.3493,-1.7663,-1.9523,0.0,-2.7613,-1.4643,,,,,,,,,,,,,,,
789,789,A9048,CL,-1.9775,,0.7321,-1.2475,0.183156,-1.0365,0.1805,-2.2725,-0.7987,-2.3445,-1.1365,-2.5735,-1.8255,-1.8855,0.0,-2.6325,-1.3335,,,,,,,,,,,,,,,
790,790,ALH77002,CL,-0.0701,,0.8263,-1.1832,0.20669,-0.8632,0.2248,-2.0082,-0.8122,-2.2912,-1.0802,-2.4752,-1.7542,-1.8672,0.0,-2.7402,-1.3912,,,,,,,,,,,,,,,
791,791,Arapahoe,CL,-1.6446,-2.1956,0.7648,-1.1166,0.19557,-0.9426,0.2284,-2.1226,-0.739,-2.3636,-1.0796,-2.4166,-1.7186,-1.9006,0.0,-2.5186,-1.2486,,,,,,,,,,,,,,,
792,792,Ausson,CL,-1.121,-1.754,0.7253,-1.138,0.15083,-0.971,0.181,-2.018,-0.8148,-2.302,-1.115,-2.577,-1.857,-2.003,0.0,-2.496,-1.274,,,,,,,,,,,,,,,
793,793,Crumlin,CL,-0.7771,-1.3651,0.7783,-1.1141,0.20473,-0.9411,0.2359,-2.2071,-0.8571,-2.2181,-1.0921,-2.4101,-1.7111,-1.8691,0.0,-2.5121,-1.3181,,,,,,,,,,,,,,,
794,794,Elenovka,CL,-1.667,-1.996,0.7393,-1.111,0.16555,-0.971,0.203,-2.105,-0.7616,-2.289,-1.095,-2.439,-1.764,-1.935,0.0,-2.608,-1.291,,,,,,,,,,,,,,,
795,795,Etter,CL,-0.5217,-2.0453,0.8072,-1.1503,0.2247,-0.9153,0.2527,-2.0383,-0.7513,-2.3953,-1.0373,-2.3903,-1.7083,-1.9413,0.0,-2.5593,-1.2753,,,,,,,,,,,,,,,
796,796,Farmington,CL,,,,,0.23304,-0.9223,0.2677,-2.0793,,-2.2343,-1.0453,-2.4353,34.7277,-1.8813,0.0,,,,,,,,,,,,,,,,,
797,797,Guibga,CL,-1.6655,-2.0925,0.7411,-1.1515,0.16673,-0.9505,0.2035,-2.1645,-0.7798,-2.2465,-1.0985,-2.4755,-1.7965,-1.9745,0.0,-2.5395,-1.2255,,,,,,,,,,,,,,,
798,798,Homestead,CL,-0.8922,-1.4762,0.7604,-1.1152,0.18883,-0.9522,0.2198,-2.0212,-0.7788,-2.1602,-1.0992,-2.3902,-1.7342,-1.9082,0.0,-2.5262,-1.2522,,,,,,,,,,,,,,,
799,799,Honolulu,CL,-1.2358,-1.6048,0.7532,-1.0618,0.18361,-0.9568,0.2122,-2.2508,-0.7425,-2.1308,-1.1068,-2.4278,-1.7218,-2.0078,0.0,-2.4708,-1.2658,,,,,,,,,,,,,,,
800,800,Jhung,CL,-1.0285,-1.3945,0.7688,-1.1065,0.19255,-0.9275,0.2285,-1.9815,-0.8295,-2.2665,-1.0745,-2.3815,-1.7255,-1.9125,0.0,-2.5185,-1.2545,,,,,,,,,,,,,,,
801,801,Mabwe-Khoywa,CL,-0.5956,-1.3913,0.7738,-1.1133,0.19255,-0.9183,0.2267,-2.1193,-0.7166,-2.2643,-1.0773,-2.4143,-1.7313,-1.9503,0.0,-2.5833,-1.2693,,,,,,,,,,,,,,,
802,802,Malakal,CL,-2.0769,-2.2019,0.7647,-1.1129,0.19109,-0.9759,0.2281,-2.2199,-0.9099,-2.2719,-1.0809,-2.3559,-1.7809,-2.0029,0.0,-2.6709,-1.2959,,,,,,,,,,,,,,,
803,803,Messina,CL,-0.9276,-1.8876,0.7803,-1.1136,0.20476,-0.9336,0.2384,-2.0756,-0.8206,-2.2176,-1.0796,-2.4476,-1.7766,-1.8686,0.0,-2.5786,-1.3296,,,,,,,,,,,,,,,
804,804,Mirzapur,CL,-1.3829,-1.4499,0.7917,-1.0579,0.22227,-0.9129,0.2541,-2.1039,-0.8609,-2.2479,-1.0879,-2.4359,-1.7929,-1.8939,0.0,-2.4999,-1.1939,,,,,,,,,,,,,,,
805,805,Monte_das_Fortes,CL,-2.2294,,0.7863,-1.2164,0.22284,-0.7654,0.2446,-1.9504,-0.732,-2.1354,-1.0674,-2.7794,-1.9004,-1.9224,0.0,,-1.2734,,,,,,,,,,,,,,,
806,806,Shelburne,CL,-0.5307,-1.0081,0.799,-1.1001,0.22137,-0.9141,0.2559,-2.0611,-0.8661,-2.2451,-1.0631,-2.3611,-1.7291,-1.8791,0.0,-2.4971,-1.1921,,,,,,,,,,,,,,,
807,807,Wittekrantz,CL,,,,,0.21537,-0.9286,0.2684,-2.1396,,-1.2306,-1.0436,-2.4416,34.7184,-1.9016,0.0,,,,,,,,,,,,,,,,,
808,808,Y790117,CL,,,0.7593,-1.1384,0.207254,-0.9044,0.2126,-2.0374,-0.7221,-2.2744,-1.0924,-2.6014,-1.8594,-1.9904,0.0,-2.6814,-1.3834,,,,,,,,,,,,,,,
809,809,Y790247,CL,,,0.7885,-1.0632,0.22403,-0.9592,0.2498,-2.0762,-0.7295,-2.0952,-1.1022,-2.5162,-1.6782,-1.8872,0.0,,-1.3112,,,,,,,,,,,,,,,
810,810,Y790453,CL,-1.569,,0.744,-1.187,0.17739,-0.929,0.195,-1.921,-0.7516,-2.333,-1.13,-2.614,-1.882,-1.96,0.0,-2.772,-1.253,,,,,,,,,,,,,,,
811,811,Y790723,CL,,,0.7877,-1.0391,0.21546,-0.8831,0.2529,-2.0011,-0.6493,-2.1971,-1.0761,-2.5131,-1.6901,-1.8971,0.0,,-1.2441,,,,,,,,,,,,,,,
812,812,Y790740,CL,-1.7638,,0.7732,-1.1398,0.21803,-0.8818,0.2302,-1.7758,-0.7748,-2.3068,-1.0858,-2.6458,-1.8258,-2.1838,0.0,-2.8528,-1.3188,,,,,,,,,,,,,,,
813,813,Y790767,CL,,,0.8367,-1.0702,0.279694,-0.8012,0.2878,-2.1382,-0.8122,-2.2162,-0.9392,-2.4912,-1.8212,-1.8752,0.0,-2.6902,-1.2982,,,,,,,,,,,,,,,
814,814,Y791452,CL,-0.5036,,0.7912,-1.1102,0.213911,-0.9462,0.2238,-1.8472,-0.8242,-2.3052,-1.0372,-2.5352,-1.9362,-2.0062,0.0,-2.7232,-1.3642,,,,,,,,,,,,,,,
815,815,Y791471,CL,-0.4415,,0.7811,-1.1129,0.198007,-0.8969,0.2001,-1.8429,-0.733,-2.3129,-1.0709,-2.5429,-1.9069,-2.0139,0.0,-2.7629,-1.3589,,,,,,,,,,,,,,,
816,816,Y791632,CL,,,0.7619,-1.1503,0.1992,-0.8463,0.2187,-1.8373,-0.8013,-2.3173,-1.1093,-2.5013,-1.8773,-1.9873,0.0,-2.5243,-1.2923,,,,,,,,,,,,,,,
817,817,Y791832,CL,,,0.7648,-1.1333,0.2218,-0.9823,0.2117,-1.9513,-0.6598,-2.3103,-1.0343,-2.4943,-1.8923,-1.9513,0.0,-2.5983,-1.2663,,,,,,,,,,,,,,,
818,818,Y791833,CL,,,0.7249,-1.1714,0.16725,-0.9944,0.1776,-2.3664,-0.7687,-2.3994,-1.1014,-2.5774,-1.9304,-2.0184,0.0,-2.5544,-1.3304,,,,,,,,,,,,,,,
819,819,Y791844,CL,,,0.7408,-1.1527,0.188178,-1.0547,0.1963,-2.0037,-0.7203,-2.3847,-1.1287,-2.6147,-1.9047,-2.0037,0.0,-2.5337,-1.2977,,,,,,,,,,,,,,,
820,820,Y793397,CL,,,0.7207,-1.1849,0.172249,-0.9719,0.1681,-2.1569,-0.7129,-2.3009,-1.1219,-2.5759,-1.8009,-1.8879,0.0,-2.6989,-1.3289,,,,,,,,,,,,,,,
821,821,Y82019,CL,-1.2377,,0.6977,-1.2277,0.142463,-1.1507,0.1513,-2.0647,-0.6562,-2.3637,-1.1847,-2.5067,-1.8627,-1.9047,0.0,-2.6997,-1.2647,,,,,,,,,,,,,,,
822,822,Y790957,CL,,,0.7333,-1.0773,0.13683,-0.8753,0.1907,-2.0903,-0.7041,-2.4473,-1.1153,-2.5683,-1.7443,-1.9523,0.0,,-1.2523,,,,,,,,,,,,,,,
823,823,Y791034,CL,-0.2718,,0.8076,-1.1192,0.224475,-0.7598,0.2188,-2.0862,-0.7508,-2.4052,-1.1282,-2.4392,-1.8152,-2.0672,0.0,-2.8292,-1.3272,,,,,,,,,,,,,,,
824,824,Y791421,CL,-0.6308,,0.7981,-1.0883,0.2235,-0.8613,0.2377,-1.7173,-0.6266,-2.2933,-1.0753,-2.6313,-1.8753,-1.9783,0.0,-2.7313,-1.3983,,,,,,,,,,,,,,,
825,825,Air,CL,-1.1286,-1.8236,0.7712,-1.0896,0.20189,-0.8916,0.2284,-2.0096,-0.7301,-2.2626,-1.0646,-2.4126,-1.7376,-1.9086,0.0,-2.5816,-1.2086,,,,,,,,,,,,,,,
826,826,Alfianello,CL,,,,,0.21456,-0.9359,0.2471,-2.0759,,-2.2179,-1.0649,-2.4479,34.7071,-1.9039,0.0,,,,,,,,,,,,,,,,,
827,827,Alfianello,CL,,,,,0.20602,-0.9247,0.2473,-2.0417,,-2.2177,-1.0497,-2.4607,34.7073,-1.9167,0.0,,,,,,,,,,,,,,,,,
828,828,ALH761,CL,-1.0344,,0.7834,-1.0944,0.219787,-0.8684,0.2256,-2.0564,-0.8084,-2.2174,-0.9564,-2.5344,-1.7764,-1.8804,0.0,-2.6314,-1.2714,,,,,,,,,,,,,,,
829,829,ALH761,CL,-0.8471,,0.7416,-1.1181,0.16908,-0.9271,0.1819,-2.1261,-0.7915,-2.2491,-0.9861,-2.5661,-1.7991,-1.9241,0.0,-2.7651,-1.2761,,,,,,,,,,,,,,,
830,830,ALH763,CL,-1.4037,,0.7677,-1.1677,0.20933,-0.9927,0.2223,-1.9687,-0.6918,-2.3137,-1.1087,-2.5437,-1.7437,-1.8557,0.0,-3.0437,-1.3147,,,,,,,,,,,,,,,
831,831,ALH767,CL,-1.8444,,0.7748,-1.1614,0.223863,-0.9734,0.2256,-1.9214,-0.737,-2.3074,-1.1204,-2.5884,-1.7794,-1.8374,0.0,-2.9614,-1.2784,,,,,,,,,,,,,,,
832,832,ALH769,CL,-1.2008,,0.7509,-1.1508,0.20144,-0.8848,0.1882,-1.9968,-0.7311,-2.3278,-1.0758,-2.8118,-2.0118,-2.2558,0.0,-3.0998,-1.5318,,,,,,,,,,,,,,,
833,833,ALH77155,CL,-0.8498,-2.0638,0.7827,-1.0998,0.20125,-0.9488,0.2372,-2.1358,-0.8948,-2.2178,-1.0818,-2.3748,-1.7348,-1.9318,0.0,-2.5778,-1.2278,,,,,,,,,,,,,,,
834,834,ALH77231,CL,-0.6737,-2.1965,0.7711,-1.1265,0.18861,-0.9635,0.2225,-2.0835,-0.8505,-2.1885,-1.1005,-2.4555,-1.7855,-1.9545,0.0,-2.5865,-1.2845,,,,,,,,,,,,,,,
835,835,ALH77270,CL,-1.0464,-2.6624,0.7852,-1.0924,0.20776,-0.8944,0.2416,-2.0194,-0.7994,-2.2154,-1.0794,-2.4064,-1.7394,-1.9294,0.0,-2.5084,-1.3024,,,,,,,,,,,,,,,
836,836,ALH77284,CL,-0.6202,-2.6427,0.8082,-1.0957,0.23178,-0.9087,0.2643,-2.1597,-0.7947,-2.2367,-1.0617,-2.3867,-1.7637,-1.9097,0.0,-2.5557,-1.2527,,,,,,,,,,,,,,,
837,837,ALH77296,CL,-1.2311,-2.6571,0.79,-1.1661,0.21481,-0.9121,0.2479,-2.0861,-0.8401,-2.2961,-1.0341,-2.3341,-1.7031,-1.8841,0.0,-2.5701,-1.2461,,,,,,,,,,,,,,,
838,838,ALH77297,CL,-1.398,-2.669,0.7768,-1.178,0.20312,-0.915,0.235,-2.06,-0.814,-2.36,-1.053,-2.346,-1.755,-1.884,0.0,-2.515,-1.313,,,,,,,,,,,,,,,
839,839,ALH78039,CL,,,0.7416,-1.2492,0.18119,-0.9982,0.1958,-2.8642,-0.7917,-2.3852,-1.1212,-2.5182,-1.8332,-1.8752,0.0,-2.6962,-1.2872,,,,,,,,,,,,,,,
840,840,ALH78078,CL,-0.7065,-2.3822,0.7569,-1.2252,0.18005,-0.9412,0.2048,-2.0562,-0.7672,-2.4312,-1.0822,-2.3922,-1.7212,-1.9102,0.0,-2.5292,-1.2512,,,,,,,,,,,,,,,
841,841,ALH78105,CL,-2.2528,,0.76,-1.1878,0.19972,-0.8978,0.2142,-2.2468,-0.7601,-2.3188,-1.0718,-2.5998,-1.8278,-1.8948,0.0,-2.6718,-1.3038,,,,,,,,,,,,,,,
842,842,ALH78106,CL,-1.501,-2.668,0.7725,-1.204,0.2067,-0.922,0.232,-2.097,-0.7634,-2.416,-1.045,-2.377,-1.761,-1.883,0.0,-2.513,-1.246,,,,,,,,,,,,,,,
843,843,ALH78106,CL,,,0.7288,-1.2334,0.175058,-0.9794,0.1846,-2.4324,-0.7071,-2.3924,-1.1414,-2.6224,-1.8404,-1.9054,0.0,-2.6154,-1.3124,,,,,,,,,,,,,,,
844,844,Apt,CL,-0.5924,-1.4909,0.7804,-1.0919,0.20005,-0.9389,0.2271,-2.0959,-0.8659,-2.2189,-1.0759,-2.3759,-1.7199,-1.8699,0.0,-2.5129,-1.2289,,,,,,,,,,,,,,,
845,845,Aumale,CL,-1.1448,-1.7138,0.7722,-1.0888,0.20264,-0.9318,0.2342,-2.0248,-0.7678,-2.2198,-1.0658,-2.4118,-1.7698,-1.9618,0.0,-2.5138,-1.2568,,,,,,,,,,,,,,,
846,846,Bruderheim,CL,-2.0813,-1.5083,0.7502,-1.1223,0.18328,-0.9393,0.2107,-2.1333,-0.7561,-2.2363,-1.0983,-2.4283,-1.7863,-1.9113,0.0,-2.5963,-1.3083,,,,,,,,,,,,,,,
847,847,BTN78002,CL,-1.2488,,0.7696,-1.1898,0.20152,-0.9868,0.2222,-2.6688,-0.8088,-2.2688,-1.0868,-2.4988,-1.7958,-1.8668,0.0,-2.8888,-1.2888,,,,,,,,,,,,,,,
848,848,Chantonnay,CL,-0.8156,-1.8796,0.7951,-1.1146,0.21392,-0.8956,0.2414,-2.0306,-0.7986,-2.2096,-1.0666,-2.4016,-1.7186,-1.8976,0.0,-2.5696,-1.2786,,,,,,,,,,,,,,,
849,849,Cranganore,CL,-0.3994,-0.7104,0.7852,-1.0766,0.20179,-0.9266,0.2334,-2.0206,-0.8286,-2.2166,-1.0906,-2.3416,-1.7336,-1.9446,0.0,-2.5776,-1.2436,,,,,,,,,,,,,,,
