target,gaia_idx,source_id,telescope,band,mjd_session,n_files,freq_centre_ghz,hpbw_arcmin,n_in_beam_neighbours,optical_10m_1um:n_pairs,optical_10m_1um:n_spillover,optical_10m_1um:n_between,optical_10m_1um:earth_term_known,radio_100m_1p4ghz:n_pairs,radio_100m_1p4ghz:n_spillover,radio_100m_1p4ghz:n_between,radio_100m_1p4ghz:earth_term_known,radio_10m_8ghz:n_pairs,radio_10m_8ghz:n_spillover,radio_10m_8ghz:n_between,radio_10m_8ghz:earth_term_known,radio_10m_1p4ghz:n_pairs,radio_10m_1p4ghz:n_spillover,radio_10m_1p4ghz:n_between,radio_10m_1p4ghz:earth_term_known,radio_10m_1p4ghz:drift_centre_hz_s_min,radio_10m_1p4ghz:drift_centre_hz_s_max,radio_10m_1p4ghz:halfwidth_tight_hz_s_min,radio_10m_1p4ghz:halfwidth_tight_hz_s_max,radio_10m_1p4ghz:halfwidth_loose_hz_s_max,radio_10m_1p4ghz:n_pairs_with_kinematics,radio_10m_1p4ghz:alpha_rad_min,radio_10m_1p4ghz:flux_ratio_max,overfilled_5deg:n_pairs,overfilled_5deg:n_spillover,overfilled_5deg:n_between,overfilled_5deg:earth_term_known,overfilled_5deg:drift_centre_hz_s_min,overfilled_5deg:drift_centre_hz_s_max,overfilled_5deg:halfwidth_tight_hz_s_min,overfilled_5deg:halfwidth_tight_hz_s_max,overfilled_5deg:halfwidth_loose_hz_s_max,overfilled_5deg:n_pairs_with_kinematics,overfilled_5deg:alpha_rad_min,overfilled_5deg:flux_ratio_max,radio_100m_1p4ghz:drift_centre_hz_s_min,radio_100m_1p4ghz:drift_centre_hz_s_max,radio_100m_1p4ghz:halfwidth_tight_hz_s_min,radio_100m_1p4ghz:halfwidth_tight_hz_s_max,radio_100m_1p4ghz:halfwidth_loose_hz_s_max,radio_100m_1p4ghz:n_pairs_with_kinematics,radio_100m_1p4ghz:alpha_rad_min,radio_100m_1p4ghz:flux_ratio_max,radio_10m_8ghz:drift_centre_hz_s_min,radio_10m_8ghz:drift_centre_hz_s_max,radio_10m_8ghz:halfwidth_tight_hz_s_min,radio_10m_8ghz:halfwidth_tight_hz_s_max,radio_10m_8ghz:halfwidth_loose_hz_s_max,radio_10m_8ghz:n_pairs_with_kinematics,radio_10m_8ghz:alpha_rad_min,radio_10m_8ghz:flux_ratio_max
HIP100933,10839,2246229554638383104,GBT,NAN,58002.166666666664,3,2.26962890625,8.7,0,0,0,0,True,1,1,0,True,1,1,0,True,77,12,65,True,-0.08797369982341578,-0.08797366985395796,0.010668229637683017,0.09739333570210373,7.57129356099682,45,0.0006904228034366203,4.309740247763146,850,78,772,True,-0.08797369983423811,-0.08797361904612637,0.010668229637683017,0.32963745031978253,7.57784016548291,454,0.0006904228034366203,4.330231320104912,-0.08797369820752164,-0.08797369820752164,0.010668229637683017,0.010668229637683017,7.570674642069644,1.0,0.0006904228034366203,0.8326024396021131,-0.08797369820752164,-0.08797369820752164,0.010668229637683017,0.010668229637683017,7.570674642069644,1.0,0.0006904228034366203,0.8326024396021131
HIP10099,140413,2518079166038469632,GBT,NAN,57557.5,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,3,1,2,True,62,4,58,True,-0.10249732153238063,-0.10249732153238063,0.012900325087663013,0.062116338407249706,4.920788221003756,0,0.001816981290254725,5.320806466249606,600,48,552,True,-0.10249732153238063,-0.10249732153238063,0.012900325087663013,0.21480341672377867,4.925082617003333,0,0.001816981290254725,5.371518958614442,,,,,,,,,-0.10249732153238063,-0.10249732153238063,0.012900325087663013,0.013704872888171592,4.92041523654387,0.0,0.001816981290254725,5.259217644741464
HIP10099,140413,2518079166038469632,GBT,NAN,57723.125,3,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,3,1,2,True,62,4,58,True,-0.23647636803797806,-0.23647636803797806,0.016604545989938668,0.09495331306992215,7.571262566878504,0,0.001816981290254725,5.320806466249606,600,48,552,True,-0.23647636803797806,-0.23647636803797806,0.016604545989938668,0.3303239287489161,7.577870058456851,0,0.001816981290254725,5.371518958614442,,,,,,,,,-0.23647636803797806,-0.23647636803797806,0.016604545989938668,0.01806613134502377,7.570688681358817,0.0,0.001816981290254725,5.259217644741464
HIP101027,254483,6860945174279114752,APF,NAN,57541.458333333336,1,1.42,0.05,0,0,0,0,True,0,0,0,True,3,0,3,True,24,0,24,True,-0.13520257018237852,-0.13520257018237852,0.011734093873373394,0.0610336860642171,4.737003360891751,0,0.0015106467617647197,17.967260290691648,264,2,262,True,-0.13520257018237852,-0.13520257018237852,0.011734093873373394,0.20686190188200188,4.741125138267856,0,0.0015106467617647197,18.646740546947903,,,,,,,,,-0.13520257018237852,-0.13520257018237852,0.011734093873373394,0.013103775059449032,4.736628277497187,0.0,0.0015106467617647197,17.967260290691648
HIP101027,254483,6860945174279114752,APF,NAN,57950.291666666664,6,1.42,0.05,0,0,0,0,True,0,0,0,True,3,0,3,True,24,0,24,True,-0.13244768056516756,-0.13244768056516756,0.011734093873373394,0.0610336860642171,4.737003360891751,0,0.0015106467617647197,17.967260290691648,264,2,262,True,-0.13244768056516756,-0.13244768056516756,0.011734093873373394,0.20686190188200188,4.741125138267856,0,0.0015106467617647197,18.646740546947903,,,,,,,,,-0.13244768056516756,-0.13244768056516756,0.011734093873373394,0.013103775059449032,4.736628277497187,0.0,0.0015106467617647197,17.967260290691648
HIP101027,254483,6860945174279114752,APF,NAN,57950.333333333336,6,1.42,0.05,0,0,0,0,True,0,0,0,True,3,0,3,True,24,0,24,True,-0.14438778773622327,-0.14438778773622327,0.011734093873373394,0.0610336860642171,4.737003360891751,0,0.0015106467617647197,17.967260290691648,264,2,262,True,-0.14438778773622327,-0.14438778773622327,0.011734093873373394,0.20686190188200188,4.741125138267856,0,0.0015106467617647197,18.646740546947903,,,,,,,,,-0.14438778773622327,-0.14438778773622327,0.011734093873373394,0.013103775059449032,4.736628277497187,0.0,0.0015106467617647197,17.967260290691648
HIP101027,254483,6860945174279114752,GBT,NAN,57574.25,3,1.47509765625,8.7,1,0,0,0,True,0,0,0,True,5,0,5,True,48,0,48,True,-0.1473410158250768,-0.14732798049324522,0.011905427303502747,0.06370413739412328,4.920808520313844,0,0.0015106467617647197,17.967260290691648,530,6,524,True,-0.1473410158250768,-0.14732798049324522,0.011905427303502747,0.2148724643799336,4.925085628943003,0,0.0015106467617647197,18.646740546947903,,,,,,,,,-0.1473410158250768,-0.14732798049324522,0.011905427303502747,0.013971981760595059,4.920415987774459,0.0,0.0015106467617647197,17.967260290691648
HIP101027,254483,6860945174279114752,GBT,NAN,57574.291666666664,6,1.47509765625,8.7,1,0,0,0,True,0,0,0,True,5,0,5,True,48,0,48,True,-0.15066489706139813,-0.15065066230542687,0.011905427303502747,0.06370413739412328,4.920808520313844,0,0.0015106467617647197,17.967260290691648,530,6,524,True,-0.15066489706139813,-0.15065066230542687,0.011905427303502747,0.2148724643799336,4.925085628943003,0,0.0015106467617647197,18.646740546947903,,,,,,,,,-0.15066489706139813,-0.15065066230542687,0.011905427303502747,0.013971981760595059,4.920415987774459,0.0,0.0015106467617647197,17.967260290691648
HIP101027,254483,6860945174279114752,GBT,NAN,57580.208333333336,3,1.47509765625,8.7,1,0,0,0,True,0,0,0,True,5,0,5,True,48,0,48,True,-0.14215221715386153,-0.14212498646406924,0.011905427303502747,0.06370413739412328,4.920808520313844,0,0.0015106467617647197,17.967260290691648,530,6,524,True,-0.14215221715386153,-0.14212498646406924,0.011905427303502747,0.2148724643799336,4.925085628943003,0,0.0015106467617647197,18.646740546947903,,,,,,,,,-0.14215221715386153,-0.14212498646406924,0.011905427303502747,0.013971981760595059,4.920415987774459,0.0,0.0015106467617647197,17.967260290691648
HIP101027,254483,6860945174279114752,GBT,NAN,57580.25,6,1.47509765625,8.7,1,0,0,0,True,0,0,0,True,5,0,5,True,48,0,48,True,-0.15055857937096723,-0.15055846942824966,0.011905427303502747,0.06370413739412328,4.920808520313844,0,0.0015106467617647197,17.967260290691648,530,6,524,True,-0.15055857937096723,-0.15055846942824966,0.011905427303502747,0.2148724643799336,4.925085628943003,0,0.0015106467617647197,18.646740546947903,,,,,,,,,-0.15055857937096723,-0.15055846942824966,0.011905427303502747,0.013971981760595059,4.920415987774459,0.0,0.0015106467617647197,17.967260290691648
HIP101027,254483,6860945174279114752,GBT,NAN,57691.0,6,2.26962890625,8.7,1,0,0,0,True,0,0,0,True,5,0,5,True,48,0,48,True,-0.1860635748675933,-0.18596031649982614,0.01474062094906235,0.09741191620660973,7.571293800029937,0,0.0015106467617647197,17.967260290691648,530,6,524,True,-0.1860635748675933,-0.18596031649982614,0.01474062094906235,0.33043022505615455,7.577874692721132,0,0.0015106467617647197,18.646740546947903,,,,,,,,,-0.1860635748675933,-0.18596031649982614,0.01474062094906235,0.018544177485964135,7.570689837225625,0.0,0.0015106467617647197,17.967260290691648
HIP101027,254483,6860945174279114752,GBT,NAN,57993.166666666664,9,2.26962890625,8.7,1,0,0,0,True,0,0,0,True,5,0,5,True,48,0,48,True,-0.2269898155998564,-0.22691331618592603,0.01474062094906235,0.09741191620660973,7.571293800029937,0,0.0015106467617647197,17.967260290691648,530,6,524,True,-0.2269898155998564,-0.22691331618592603,0.01474062094906235,0.33043022505615455,7.577874692721132,0,0.0015106467617647197,18.646740546947903,,,,,,,,,-0.2269898155998564,-0.22691331618592603,0.01474062094906235,0.018544177485964135,7.570689837225625,0.0,0.0015106467617647197,17.967260290691648
HIP101027,254483,6860945174279114752,GBT,NAN,58223.541666666664,3,2.26962890625,8.7,1,0,0,0,True,0,0,0,True,5,0,5,True,48,0,48,True,-0.180114131124875,-0.18009028135798444,0.01474062094906235,0.09741191620660973,7.571293800029937,0,0.0015106467617647197,17.967260290691648,530,6,524,True,-0.180114131124875,-0.18009028135798444,0.01474062094906235,0.33043022505615455,7.577874692721132,0,0.0015106467617647197,18.646740546947903,,,,,,,,,-0.180114131124875,-0.18009028135798444,0.01474062094906235,0.018544177485964135,7.570689837225625,0.0,0.0015106467617647197,17.967260290691648
HIP101027,254483,6860945174279114752,GBT,NAN,58223.583333333336,6,2.26962890625,8.7,1,0,0,0,True,0,0,0,True,5,0,5,True,48,0,48,True,-0.16373873394066232,-0.16367857445305328,0.01474062094906235,0.09741191620660973,7.571293800029937,0,0.0015106467617647197,17.967260290691648,530,6,524,True,-0.16373873394066232,-0.16367857445305328,0.01474062094906235,0.33043022505615455,7.577874692721132,0,0.0015106467617647197,18.646740546947903,,,,,,,,,-0.16373873394066232,-0.16367857445305328,0.01474062094906235,0.018544177485964135,7.570689837225625,0.0,0.0015106467617647197,17.967260290691648
HIP101262,263414,1863898674120773632,APF,NAN,57582.416666666664,1,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,19,0,19,True,-0.11847468740224196,-0.11847467196131659,0.014900299688092781,0.06059832707409017,4.736997771533077,9,0.0024578103266722903,20.96215329339823,277,3,274,True,-0.11847468740717577,-0.11847465358535567,0.014900299688092781,0.20680139836036615,4.741122498800148,144,0.0024578103266722903,22.154948173482392,,,,,,,,,,,,,,,,
HIP101262,263414,1863898674120773632,APF,NAN,57584.375,1,1.42,0.05,0,0,0,0,True,0,0,0,True,0,0,0,True,19,0,19,True,-0.12114828042995536,-0.12114826498902999,0.014900299688092781,0.06059832707409017,4.736997771533077,9,0.0024578103266722903,20.96215329339823,277,3,274,True,-0.12114828043488918,-0.12114824661306907,0.014900299688092781,0.20680139836036615,4.741122498800148,144,0.0024578103266722903,22.154948173482392,,,,,,,,,,,,,,,,
HIP101262,263414,1863898674120773632,GBT,NAN,57693.875,6,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,19,0,19,True,-0.151842770921634,-0.15184274590743685,0.021027820308008295,0.09745069735679483,7.673895961772984,9,0.0024578103266722903,20.96215329339823,277,3,274,True,-0.15184277092962675,-0.15184271613850148,0.021027820308008295,0.33480715463014377,7.6805780006775475,144,0.0024578103266722903,22.154948173482392,,,,,,,,,,,,,,,,
HIP101262,263414,1863898674120773632,GBT,NAN,57693.916666666664,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,19,0,19,True,-0.1695996469669969,-0.16959962195279973,0.021027820308008295,0.09745069735679483,7.673895961772984,9,0.0024578103266722903,20.96215329339823,277,3,274,True,-0.16959964697498967,-0.1695995921838644,0.021027820308008295,0.33480715463014377,7.6805780006775475,144,0.0024578103266722903,22.154948173482392,,,,,,,,,,,,,,,,
HIP101262,263414,1863898674120773632,GBT,NAN,57957.208333333336,9,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,19,0,19,True,-0.12304715096941213,-0.12304713492936084,0.015255829538896417,0.0628952440031916,4.920798114959647,9,0.0024578103266722903,20.96215329339823,277,3,274,True,-0.12304715097453739,-0.12304711584039121,0.015255829538896417,0.2148096085928893,4.925082887060483,144,0.0024578103266722903,22.154948173482392,,,,,,,,,,,,,,,,
HIP101262,263414,1863898674120773632,GBT,NAN,57993.208333333336,9,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,19,0,19,True,-0.18028708411341043,-0.18028705943371287,0.020801929421138825,0.09615949673040063,7.571277790027531,9,0.0024578103266722903,20.96215329339823,277,3,274,True,-0.18028708412129632,-0.1802870300628593,0.020801929421138825,0.330333460903407,7.577870473975201,144,0.0024578103266722903,22.154948173482392,,,,,,,,,,,,,,,,
HIP101262,263414,1863898674120773632,GBT,NAN,58223.625,9,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,19,0,19,True,-0.11298683489010675,-0.11298681021040916,0.020801929421138825,0.09615949673040063,7.571277790027531,9,0.0024578103266722903,20.96215329339823,277,3,274,True,-0.11298683489799262,-0.1129867808395556,0.020801929421138825,0.330333460903407,7.577870473975201,144,0.0024578103266722903,22.154948173482392,,,,,,,,,,,,,,,,
HIP101346,56176,1748576848010782208,GBT,NAN,57993.25,3,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,1,0,1,True,84,12,72,True,-0.19283347799995573,-0.19283339121466833,0.01703412957910815,0.09776781817553946,7.571298387411734,48,0.0018850855093350274,3.9771770380788096,875,120,755,True,-0.1928334780015781,-0.19283325170777005,0.01703412957910815,0.3297822645822984,7.57784646631124,496,0.0018850855093350274,4.006529336413105,,,,,,,,,-0.19283347684603241,-0.19283347684603241,0.01703412957910815,0.01703412957910815,7.570686289004666,1.0,0.0018850855093350274,1.5683613757667632
HIP101369,115224,1815749518048070656,GBT,NAN,57529.458333333336,3,1.47509765625,8.7,0,0,0,0,True,1,0,1,True,1,0,1,True,46,5,41,True,-0.12363931009318556,-0.12363923148568128,0.009985291888256814,0.06363838861397565,4.92080766957799,28,0.0007388407385081018,4.5396064168503765,707,87,620,True,-0.12363932112008229,-0.12363918034893127,0.009985291888256814,0.2148747757648854,4.925085729785035,393,0.0007388407385081018,4.6046160433823635,-0.12363930455386737,-0.12363930455386737,0.009985291888256814,0.009985291888256814,4.920406282262297,1.0,0.0007388407385081018,2.6154307540534063,-0.12363930455386737,-0.12363930455386737,0.009985291888256814,0.009985291888256814,4.920406282262297,1.0,0.0007388407385081018,2.6154307540534063
HIP101369,115224,1815749518048070656,GBT,NAN,57534.416666666664,3,1.47509765625,8.7,0,0,0,0,True,1,0,1,True,1,0,1,True,46,5,41,True,-0.12974993252444267,-0.12974985391693836,0.009985291888256814,0.06363838861397565,4.92080766957799,28,0.0007388407385081018,4.5396064168503765,707,87,620,True,-0.12974994355133937,-0.12974980278018836,0.009985291888256814,0.2148747757648854,4.925085729785035,393,0.0007388407385081018,4.6046160433823635,-0.12974992698512447,-0.12974992698512447,0.009985291888256814,0.009985291888256814,4.920406282262297,1.0,0.0007388407385081018,2.6154307540534063,-0.12974992698512447,-0.12974992698512447,0.009985291888256814,0.009985291888256814,4.920406282262297,1.0,0.0007388407385081018,2.6154307540534063
HIP101589,199668,1804510069668710400,GBT,NAN,57545.416666666664,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,3,0,3,True,43,4,39,True,-0.13332763738072467,-0.13332762813621676,0.012304530424959482,0.06397481365580863,4.920812031896208,16,0.001637422103919544,6.175227138956188,492,33,459,True,-0.13332763743342518,-0.13332760393896947,0.012304530424959482,0.21487206014222857,4.925085611306868,262,0.001637422103919544,6.202859849011144,,,,,,,,,-0.1333276370500118,-0.13332763085427982,0.012304530424959482,0.014071296729015794,4.920416270790899,2.0,0.001637422103919544,5.706137130827272
HIP101589,199668,1804510069668710400,GBT,NAN,57715.875,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,3,0,3,True,43,4,39,True,-0.18290373571537397,-0.18290372129871535,0.015631826122064187,0.09914502490963219,7.6739176650303405,16,0.001637422103919544,6.175227138956188,492,33,459,True,-0.18290373579755956,-0.1829036835635047,0.015631826122064187,0.33490460057101046,7.68058224909961,262,0.001637422103919544,6.202859849011144,,,,,,,,,-0.18290373519963266,-0.18290372553749018,0.015631826122064187,0.018912548584150337,7.673300481422211,2.0,0.001637422103919544,5.706137130827272
HIP101593,243584,2245382582790254336,GBT,NAN,57720.875,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,24,1,23,True,-0.09318317309393093,-0.09318315867194457,0.025252402754627118,0.09877573244067485,7.673912902751736,13,0.003059646788069248,16.159025893716183,316,5,311,True,-0.09318317493907516,-0.0931831028222876,0.025252402754627118,0.33481675199842836,7.680578419046261,155,0.003059646788069248,16.260012951007905,,,,,,,,,,,,,,,,
HIP101593,243584,2245382582790254336,GBT,NAN,57972.208333333336,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,24,1,23,True,-0.05940737136593098,-0.059407362118006714,0.017695570564434646,0.06373949269431155,4.920808978145882,13,0.003059646788069248,16.159025893716183,316,5,311,True,-0.05940737254910739,-0.0594073263050899,0.017695570564434646,0.21481575939226447,4.925083155334076,155,0.003059646788069248,16.260012951007905,,,,,,,,,,,,,,,,
HIP101593,243584,2245382582790254336,GBT,NAN,58002.166666666664,3,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,24,1,23,True,-0.09201613408733186,-0.09201611985820192,0.024960786297015158,0.09746665267117946,7.5712945044645865,13,0.003059646788069248,16.159025893716183,316,5,311,True,-0.09201613590780211,-0.09201606475538832,0.024960786297015158,0.33034292983225755,7.577870886749317,155,0.003059646788069248,16.260012951007905,,,,,,,,,,,,,,,,
HIP101614,199585,2062740820822823424,GBT,NAN,57514.416666666664,3,1.47509765625,8.7,0,0,0,0,True,1,0,1,True,1,0,1,True,54,2,52,True,-0.09896696456130723,-0.0989669049767014,0.010918029311163492,0.06396492575563649,4.920811903354883,24,0.001162418553696728,6.428069072100088,548,33,515,True,-0.09896696493652853,-0.09896684946189976,0.010918029311163492,0.21438476151245475,4.925064375461598,293,0.001162418553696728,6.491326805035559,-0.09896695068461435,-0.09896695068461435,0.010918029311163492,0.010918029311163492,4.920408263532227,1.0,0.001162418553696728,4.5932997806800575,-0.09896695068461435,-0.09896695068461435,0.010918029311163492,0.010918029311163492,4.920408263532227,1.0,0.001162418553696728,4.5932997806800575
HIP101614,199585,2062740820822823424,GBT,NAN,57694.0,3,2.300390625,8.7,0,0,0,0,True,1,0,1,True,1,0,1,True,54,2,52,True,-0.16761082836139643,-0.16761073544017996,0.012885982547879166,0.09912950803570678,7.673917464572041,24,0.001162418553696728,6.428069072100088,548,33,515,True,-0.16761082894654789,-0.1676106488657564,0.012885982547879166,0.3341442459291414,7.6805491321121,293,0.001162418553696728,6.491326805035559,-0.16761080672092124,-0.16761080672092124,0.012885982547879166,0.012885982547879166,7.673287994220379,1.0,0.001162418553696728,4.5932997806800575,-0.16761080672092124,-0.16761080672092124,0.012885982547879166,0.012885982547879166,7.673287994220379,1.0,0.001162418553696728,4.5932997806800575
HIP101893,235500,1855968480863250176,GBT,NAN,57514.541666666664,3,1.47509765625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,30,1,29,True,-0.09898373821097439,-0.09898372800893905,0.019228819505718333,0.06388348398695845,4.92081084537889,9,0.003420508220785286,7.545616727760077,442,16,426,True,-0.09898373821818941,-0.09898368712017411,0.019228819505718333,0.21474013724505306,4.925079857526801,219,0.003420508220785286,7.6045470931112,,,,,,,,,,,,,,,,
HIP101999,163260,6863195835922302976,GBT,NAN,57574.291666666664,3,1.47509765625,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,42,3,39,True,-0.15162499938115673,-0.15162497066740074,0.010155637719683388,0.06346443260011775,4.920805422964562,20,0.0008292159098500657,5.307477894244929,657,58,599,True,-0.15162499942525876,-0.15162493386952436,0.010155637719683388,0.2148117509637899,4.925082980501376,350,0.0008292159098500657,5.307477894244929,-0.15162498734080798,-0.15162498734080798,0.010155637719683388,0.010155637719683388,4.920406630904572,0.0,0.0008292159098500657,4.837311614645512,-0.15162499696736148,-0.15162498734080798,0.010155637719683388,0.013925712706317248,4.920415856606692,1.0,0.0008292159098500657,4.837311614645512
HIP101999,163260,6863195835922302976,GBT,NAN,57580.25,3,1.47509765625,8.7,0,0,0,0,True,1,0,1,True,2,0,2,True,42,3,39,True,-0.15066271986997523,-0.15066269115621927,0.010155637719683388,0.06346443260011775,4.920805422964562,20,0.0008292159098500657,5.307477894244929,657,58,599,True,-0.15066271991407726,-0.15066265435834286,0.010155637719683388,0.2148117509637899,4.925082980501376,350,0.0008292159098500657,5.307477894244929,-0.15066270782962649,-0.15066270782962649,0.010155637719683388,0.010155637719683388,4.920406630904572,0.0,0.0008292159098500657,4.837311614645512,-0.15066271745617998,-0.15066270782962649,0.010155637719683388,0.013925712706317248,4.920415856606692,1.0,0.0008292159098500657,4.837311614645512
HIP10201,86024,101124184646158848,GBT,NAN,57669.208333333336,3,2.300390625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,56,8,48,True,-0.21700448285416551,-0.2170044360504887,0.02255490074839427,0.09905913407846495,7.673916555823679,27,0.0026779069483495316,4.36433319559452,809,77,732,True,-0.2170044833995519,-0.21700427720234944,0.02255490074839427,0.3347149813151863,7.680573983265653,385,0.0026779069483495316,4.466649157100675,,,,,,,,,,,,,,,,
HIP10201,86024,101124184646158848,GBT,NAN,58293.541666666664,3,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,56,8,48,True,-0.15926972796518413,-0.1592696817873843,0.022304853938983824,0.0977462308320041,7.5712981086861575,27,0.0026779069483495316,4.36433319559452,809,77,732,True,-0.15926972850327736,-0.15926952506342418,0.022304853938983824,0.33024252112360664,7.577866510285781,385,0.0026779069483495316,4.466649157100675,,,,,,,,,,,,,,,,
HIP10201,86024,101124184646158848,GBT,NAN,58331.458333333336,3,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,56,8,48,True,-0.18522078978039772,-0.18522074360259788,0.022304853938983824,0.0977462308320041,7.5712981086861575,27,0.0026779069483495316,4.36433319559452,809,77,732,True,-0.18522079031849098,-0.1852205868786378,0.022304853938983824,0.33024252112360664,7.577866510285781,385,0.0026779069483495316,4.466649157100675,,,,,,,,,,,,,,,,
HIP10201,86024,101124184646158848,GBT,NAN,58363.375,3,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,56,8,48,True,-0.2071004390652747,-0.20710039288747487,0.022304853938983824,0.0977462308320041,7.5712981086861575,27,0.0026779069483495316,4.36433319559452,809,77,732,True,-0.20710043960336796,-0.20710023616351475,0.022304853938983824,0.33024252112360664,7.577866510285781,385,0.0026779069483495316,4.466649157100675,,,,,,,,,,,,,,,,
HIP10201,86024,101124184646158848,GBT,NAN,58377.958333333336,3,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,56,8,48,True,0.09187483412017539,0.09187488029797523,0.022304853938983824,0.0977462308320041,7.5712981086861575,27,0.0026779069483495316,4.36433319559452,809,77,732,True,0.09187483358208212,0.09187503702193534,0.022304853938983824,0.33024252112360664,7.577866510285781,385,0.0026779069483495316,4.466649157100675,,,,,,,,,,,,,,,,
HIP10201,86024,101124184646158848,GBT,NAN,58431.916666666664,3,2.26962890625,8.7,0,0,0,0,True,0,0,0,True,0,0,0,True,56,8,48,True,-0.03297542341077972,-0.032975377232979886,0.022304853938983824,0.0977462308320041,7.5712981086861575,27,0.0026779069483495316,4.36433319559452,809,77,732,True,-0.032975423948873,-0.03297522050901979,0.022304853938983824,0.33024252112360664,7.577866510285781,385,0.0026779069483495316,4.466649157100675,,,,,,,,,,,,,,,,
HIP102011,243054,2194570134681591808,GBT,NAN,58377.958333333336,3,2.26962890625,8.7,1,0,0,0,True,0,0,0,True,2,0,2,True,58,2,56,True,-0.0788715948082715,-0.07885153351415834,0.018094320527158612,0.0947180606520446,7.571259620166674,34,0.0020502048686303715,15.42744892704615,627,8,619,True,-0.07887159501910238,-0.07885140100071647,0.018094320527158612,0.3304470896386039,7.577875428113301,314,0.0020502048686303715,15.970949013493373,,,,,,,,,-0.07887158869344038,-0.0788515557468679,0.018094320527158612,0.018567560417239653,7.570689894537523,0.0,0.0020502048686303715,14.91034640775053
